id,loan_pred,loan_prob
58891,0,0.3674
58892,0,0.056
58893,0,0.015
58894,0,0.0658
58895,0,0.0058
58896,0,0.0053
58897,0,0.0374
58898,0,0.1246
58899,1,0.9543
58900,0,0.013
58901,0,0.0547
58902,0,0.1234
58903,0,0.0049
58904,0,0.0328
58905,0,0.0055
58906,0,0.0851
58907,0,0.0734
58908,0,0.0086
58909,0,0.0442
58910,0,0.0034
58911,0,0.0227
58912,0,0.0024
58913,0,0.1231
58914,0,0.017
58915,0,0.0189
58916,0,0.022
58917,0,0.0763
58918,0,0.0151
58919,0,0.0101
58920,0,0.3328
58921,0,0.0107
58922,0,0.0365
58923,0,0.0074
58924,0,0.0268
58925,0,0.0137
58926,0,0.174
58927,0,0.0251
58928,0,0.0884
58929,0,0.0031
58930,0,0.0186
58931,1,0.8611
58932,1,0.937
58933,0,0.1365
58934,0,0.0627
58935,0,0.023
58936,0,0.0397
58937,0,0.0127
58938,0,0.0129
58939,0,0.0143
58940,0,0.0094
58941,1,0.956
58942,1,0.8855
58943,0,0.0133
58944,0,0.0219
58945,0,0.0386
58946,0,0.0214
58947,0,0.0186
58948,0,0.0216
58949,0,0.007
58950,0,0.476
58951,0,0.0743
58952,0,0.0131
58953,0,0.4647
58954,1,0.9951
58955,0,0.027
58956,0,0.0038
58957,1,0.9881
58958,1,0.9987
58959,0,0.0051
58960,0,0.0314
58961,0,0.0086
58962,0,0.1232
58963,0,0.0392
58964,0,0.0313
58965,0,0.0279
58966,0,0.023
58967,0,0.0103
58968,0,0.0093
58969,0,0.2775
58970,0,0.0075
58971,0,0.0983
58972,0,0.1248
58973,1,0.9693
58974,0,0.0694
58975,0,0.0737
58976,0,0.0408
58977,0,0.0308
58978,0,0.0262
58979,0,0.0257
58980,0,0.0168
58981,0,0.0046
58982,0,0.0081
58983,0,0.0058
58984,0,0.012
58985,0,0.0751
58986,1,0.9655
58987,0,0.0056
58988,0,0.036
58989,0,0.0353
58990,0,0.0027
58991,0,0.021
58992,0,0.0191
58993,0,0.0026
58994,0,0.0187
58995,1,0.9967
58996,0,0.0297
58997,1,0.7635
58998,0,0.0041
58999,0,0.018
59000,0,0.0751
59001,0,0.1267
59002,0,0.0777
59003,0,0.0553
59004,0,0.0344
59005,0,0.0037
59006,0,0.0285
59007,0,0.0225
59008,1,0.9891
59009,0,0.018
59010,0,0.0082
59011,0,0.0203
59012,0,0.0126
59013,0,0.0031
59014,0,0.0081
59015,0,0.094
59016,0,0.0283
59017,0,0.0129
59018,0,0.0404
59019,0,0.0112
59020,0,0.0076
59021,0,0.0325
59022,0,0.0569
59023,1,0.9593
59024,0,0.0222
59025,1,0.9879
59026,0,0.0198
59027,0,0.0137
59028,0,0.0428
59029,0,0.0245
59030,0,0.0115
59031,1,0.9029
59032,1,0.8
59033,0,0.0593
59034,0,0.0853
59035,0,0.0149
59036,0,0.0685
59037,0,0.087
59038,0,0.0135
59039,0,0.0162
59040,0,0.0152
59041,0,0.0194
59042,0,0.0345
59043,1,0.9443
59044,0,0.0067
59045,0,0.0189
59046,0,0.3277
59047,0,0.2619
59048,0,0.0148
59049,0,0.037
59050,0,0.0056
59051,0,0.0256
59052,0,0.0063
59053,0,0.0549
59054,0,0.0436
59055,0,0.0597
59056,0,0.0079
59057,1,0.7761
59058,0,0.005
59059,0,0.1588
59060,0,0.0045
59061,0,0.0093
59062,0,0.0212
59063,0,0.0031
59064,0,0.0201
59065,0,0.0013
59066,0,0.0291
59067,0,0.0075
59068,0,0.0381
59069,0,0.0167
59070,0,0.0125
59071,0,0.0691
59072,0,0.0183
59073,1,0.9542
59074,0,0.0182
59075,0,0.0559
59076,0,0.0139
59077,1,0.9904
59078,0,0.1036
59079,0,0.0378
59080,0,0.0081
59081,0,0.0111
59082,0,0.0388
59083,0,0.0077
59084,0,0.0038
59085,0,0.0428
59086,0,0.1533
59087,0,0.0384
59088,0,0.034
59089,0,0.0471
59090,0,0.084
59091,0,0.0037
59092,0,0.1462
59093,0,0.0237
59094,0,0.0154
59095,0,0.0018
59096,1,0.961
59097,0,0.1077
59098,0,0.025
59099,0,0.0087
59100,0,0.0076
59101,0,0.011
59102,0,0.0259
59103,0,0.0317
59104,0,0.0035
59105,0,0.0466
59106,0,0.0025
59107,0,0.0662
59108,0,0.0652
59109,0,0.0537
59110,0,0.0194
59111,0,0.0167
59112,0,0.0213
59113,1,0.969
59114,0,0.0388
59115,0,0.1507
59116,0,0.0051
59117,0,0.0108
59118,0,0.037
59119,0,0.0164
59120,0,0.0056
59121,0,0.0083
59122,0,0.1185
59123,1,0.9941
59124,1,0.9398
59125,0,0.0498
59126,1,0.9219
59127,0,0.0159
59128,0,0.0281
59129,0,0.0094
59130,0,0.0198
59131,0,0.0387
59132,0,0.1899
59133,1,0.755
59134,0,0.0546
59135,0,0.0008
59136,0,0.009
59137,0,0.0263
59138,0,0.0144
59139,0,0.0063
59140,0,0.0439
59141,1,0.9832
59142,0,0.2002
59143,0,0.0154
59144,0,0.0154
59145,0,0.0416
59146,0,0.0773
59147,0,0.0194
59148,0,0.0256
59149,0,0.0176
59150,0,0.0182
59151,0,0.0238
59152,0,0.0248
59153,0,0.0047
59154,0,0.0509
59155,0,0.0625
59156,0,0.101
59157,0,0.0096
59158,0,0.0362
59159,0,0.0133
59160,0,0.0755
59161,0,0.016
59162,0,0.0126
59163,0,0.0207
59164,0,0.0782
59165,0,0.0962
59166,0,0.0069
59167,0,0.033
59168,0,0.2993
59169,1,0.9495
59170,0,0.015
59171,0,0.01
59172,0,0.1895
59173,0,0.0057
59174,0,0.0095
59175,0,0.0108
59176,0,0.0447
59177,0,0.0093
59178,0,0.0044
59179,0,0.0081
59180,0,0.1309
59181,0,0.3303
59182,1,0.9417
59183,0,0.0323
59184,0,0.0515
59185,0,0.1451
59186,0,0.0311
59187,0,0.0099
59188,0,0.0271
59189,0,0.0231
59190,0,0.0103
59191,0,0.0174
59192,0,0.1766
59193,0,0.0087
59194,0,0.0974
59195,0,0.022
59196,0,0.028
59197,0,0.0372
59198,0,0.1078
59199,0,0.0034
59200,1,0.9994
59201,0,0.0087
59202,0,0.0112
59203,0,0.3395
59204,0,0.0196
59205,0,0.0093
59206,0,0.0081
59207,0,0.0253
59208,0,0.0101
59209,0,0.0149
59210,0,0.0237
59211,0,0.0418
59212,0,0.0356
59213,0,0.1157
59214,0,0.0205
59215,0,0.0079
59216,0,0.0266
59217,0,0.0097
59218,0,0.0037
59219,0,0.0065
59220,1,0.6062
59221,1,0.7264
59222,0,0.0324
59223,0,0.0177
59224,0,0.1972
59225,0,0.0092
59226,0,0.0114
59227,0,0.139
59228,0,0.2233
59229,0,0.0017
59230,0,0.0069
59231,0,0.0031
59232,0,0.087
59233,0,0.02
59234,0,0.0465
59235,0,0.0077
59236,0,0.0922
59237,0,0.0416
59238,0,0.0065
59239,0,0.1836
59240,0,0.0096
59241,0,0.038
59242,0,0.038
59243,1,0.9861
59244,0,0.02
59245,1,0.8138
59246,0,0.0175
59247,0,0.0321
59248,0,0.0112
59249,0,0.1152
59250,0,0.3037
59251,0,0.0408
59252,0,0.0191
59253,0,0.0459
59254,0,0.0259
59255,0,0.0059
59256,0,0.0023
59257,1,0.9807
59258,0,0.0209
59259,1,0.9968
59260,0,0.014
59261,0,0.0288
59262,0,0.1088
59263,0,0.0011
59264,0,0.0521
59265,1,0.5493
59266,0,0.0691
59267,0,0.135
59268,0,0.0462
59269,0,0.0077
59270,1,0.9769
59271,0,0.0078
59272,1,0.9534
59273,0,0.0214
59274,0,0.0961
59275,0,0.0213
59276,0,0.0563
59277,0,0.0099
59278,0,0.0403
59279,0,0.0114
59280,0,0.0126
59281,0,0.0507
59282,0,0.0103
59283,0,0.0178
59284,0,0.009
59285,0,0.0294
59286,0,0.0704
59287,0,0.0342
59288,1,0.9844
59289,0,0.0078
59290,0,0.0438
59291,0,0.0412
59292,0,0.002
59293,0,0.0224
59294,1,0.9607
59295,0,0.1746
59296,0,0.0052
59297,0,0.0176
59298,0,0.0482
59299,0,0.0225
59300,0,0.0431
59301,0,0.0338
59302,0,0.0304
59303,0,0.037
59304,0,0.0311
59305,0,0.0698
59306,0,0.014
59307,0,0.017
59308,0,0.0075
59309,0,0.0112
59310,0,0.0075
59311,0,0.0793
59312,0,0.102
59313,1,0.9384
59314,0,0.4028
59315,0,0.0095
59316,0,0.3697
59317,0,0.0478
59318,0,0.0317
59319,0,0.0853
59320,0,0.0274
59321,0,0.0611
59322,0,0.0776
59323,0,0.0422
59324,1,0.6535
59325,0,0.0402
59326,0,0.0232
59327,0,0.0426
59328,0,0.025
59329,0,0.0212
59330,0,0.0632
59331,0,0.0122
59332,0,0.0174
59333,0,0.0065
59334,0,0.0373
59335,0,0.0234
59336,0,0.046
59337,0,0.0197
59338,0,0.0424
59339,0,0.4371
59340,0,0.4933
59341,0,0.0515
59342,0,0.1019
59343,0,0.0115
59344,0,0.0685
59345,0,0.0172
59346,0,0.0178
59347,0,0.0944
59348,0,0.0162
59349,0,0.0373
59350,0,0.0217
59351,0,0.0416
59352,0,0.0735
59353,1,0.9519
59354,1,0.8892
59355,0,0.0022
59356,0,0.0059
59357,0,0.0106
59358,0,0.0257
59359,0,0.0325
59360,1,0.9681
59361,0,0.0108
59362,0,0.4085
59363,0,0.0049
59364,0,0.0056
59365,0,0.0095
59366,0,0.0072
59367,0,0.0729
59368,1,0.8658
59369,0,0.034
59370,0,0.0082
59371,0,0.0151
59372,0,0.421
59373,0,0.0351
59374,0,0.0071
59375,1,0.9845
59376,1,0.948
59377,0,0.1335
59378,0,0.1256
59379,0,0.0391
59380,0,0.0521
59381,0,0.0161
59382,0,0.0894
59383,1,0.9074
59384,0,0.0372
59385,0,0.0122
59386,0,0.0894
59387,1,0.9853
59388,0,0.1484
59389,0,0.0365
59390,0,0.1367
59391,0,0.0564
59392,0,0.214
59393,1,0.9512
59394,1,0.9685
59395,0,0.057
59396,0,0.0153
59397,0,0.0179
59398,0,0.0116
59399,0,0.0127
59400,0,0.0339
59401,0,0.0328
59402,0,0.0664
59403,0,0.0209
59404,0,0.0326
59405,0,0.0044
59406,0,0.0112
59407,0,0.0478
59408,0,0.051
59409,0,0.026
59410,0,0.0058
59411,0,0.0127
59412,0,0.0152
59413,0,0.0018
59414,0,0.055
59415,0,0.0303
59416,0,0.0103
59417,0,0.0104
59418,0,0.0088
59419,0,0.0036
59420,0,0.1225
59421,0,0.1486
59422,0,0.0435
59423,0,0.0397
59424,1,0.9572
59425,0,0.1128
59426,0,0.009
59427,0,0.0097
59428,0,0.0775
59429,0,0.009
59430,0,0.0039
59431,0,0.0587
59432,0,0.0079
59433,0,0.0319
59434,0,0.0042
59435,0,0.0018
59436,0,0.0074
59437,0,0.0214
59438,1,0.727
59439,0,0.0528
59440,0,0.0092
59441,0,0.021
59442,0,0.0074
59443,0,0.0039
59444,0,0.0463
59445,0,0.0472
59446,0,0.0355
59447,0,0.0194
59448,0,0.0107
59449,0,0.0178
59450,0,0.0458
59451,1,0.9551
59452,0,0.0334
59453,0,0.0198
59454,0,0.0761
59455,0,0.042
59456,0,0.0266
59457,1,0.9839
59458,0,0.1122
59459,0,0.171
59460,0,0.0747
59461,0,0.0064
59462,1,0.8837
59463,0,0.0084
59464,0,0.2963
59465,0,0.0601
59466,0,0.058
59467,0,0.023
59468,0,0.003
59469,0,0.0635
59470,0,0.0015
59471,0,0.0104
59472,0,0.0997
59473,0,0.0189
59474,0,0.0193
59475,0,0.0473
59476,0,0.0249
59477,0,0.0114
59478,0,0.0162
59479,0,0.0227
59480,0,0.0126
59481,0,0.1932
59482,1,0.9862
59483,0,0.0119
59484,0,0.0083
59485,0,0.0242
59486,0,0.0973
59487,0,0.0114
59488,0,0.0388
59489,0,0.0224
59490,0,0.0132
59491,1,0.9725
59492,0,0.0137
59493,0,0.0264
59494,0,0.0043
59495,1,0.7464
59496,0,0.0262
59497,1,0.9803
59498,0,0.0307
59499,0,0.0356
59500,1,0.9679
59501,0,0.023
59502,1,0.8669
59503,0,0.1949
59504,0,0.0088
59505,0,0.0311
59506,0,0.0036
59507,0,0.0069
59508,0,0.0307
59509,0,0.0128
59510,0,0.0751
59511,0,0.0046
59512,0,0.0086
59513,0,0.0779
59514,0,0.0131
59515,0,0.047
59516,0,0.0252
59517,1,0.8917
59518,0,0.0056
59519,0,0.0059
59520,0,0.0159
59521,0,0.0325
59522,0,0.1027
59523,0,0.0072
59524,0,0.0107
59525,1,0.7193
59526,0,0.1684
59527,0,0.018
59528,0,0.0533
59529,0,0.0513
59530,1,0.9461
59531,0,0.0121
59532,0,0.001
59533,0,0.0527
59534,0,0.0801
59535,0,0.0383
59536,0,0.0334
59537,0,0.0398
59538,0,0.088
59539,0,0.0375
59540,1,0.6251
59541,0,0.0173
59542,0,0.0542
59543,0,0.0299
59544,0,0.0333
59545,0,0.0409
59546,0,0.026
59547,0,0.0339
59548,0,0.0085
59549,0,0.0227
59550,0,0.0153
59551,0,0.0211
59552,0,0.0093
59553,0,0.0179
59554,1,0.9617
59555,0,0.0125
59556,0,0.0076
59557,0,0.0032
59558,0,0.0393
59559,0,0.0143
59560,0,0.0033
59561,0,0.0094
59562,0,0.0945
59563,0,0.0242
59564,0,0.1955
59565,0,0.018
59566,0,0.0239
59567,0,0.0129
59568,0,0.0066
59569,0,0.0051
59570,0,0.0465
59571,0,0.0656
59572,0,0.0129
59573,0,0.0383
59574,1,0.9133
59575,0,0.0552
59576,0,0.0174
59577,0,0.0373
59578,1,0.5637
59579,0,0.0085
59580,0,0.0145
59581,0,0.0173
59582,0,0.008
59583,0,0.0176
59584,0,0.0033
59585,0,0.0201
59586,0,0.0119
59587,0,0.006
59588,0,0.2335
59589,0,0.2488
59590,0,0.0056
59591,0,0.1221
59592,0,0.0232
59593,0,0.0132
59594,0,0.2109
59595,0,0.015
59596,0,0.1831
59597,1,0.9468
59598,0,0.0417
59599,0,0.1076
59600,1,0.8755
59601,0,0.0017
59602,0,0.1161
59603,0,0.0325
59604,0,0.0221
59605,0,0.0045
59606,0,0.0196
59607,0,0.0771
59608,0,0.0227
59609,0,0.0061
59610,1,0.9619
59611,0,0.0088
59612,1,0.9491
59613,0,0.096
59614,0,0.1638
59615,0,0.0214
59616,0,0.0526
59617,0,0.0536
59618,0,0.0862
59619,0,0.012
59620,0,0.0066
59621,0,0.06
59622,0,0.0135
59623,0,0.0587
59624,0,0.0633
59625,0,0.0286
59626,0,0.0419
59627,0,0.0512
59628,0,0.0115
59629,0,0.0043
59630,0,0.0623
59631,0,0.0036
59632,0,0.0187
59633,0,0.0198
59634,0,0.0156
59635,0,0.0131
59636,0,0.0953
59637,0,0.0369
59638,1,0.9933
59639,0,0.0141
59640,0,0.0169
59641,0,0.0137
59642,0,0.0107
59643,0,0.0755
59644,0,0.047
59645,0,0.3131
59646,0,0.014
59647,1,0.9718
59648,0,0.0125
59649,0,0.0193
59650,0,0.0049
59651,0,0.0032
59652,0,0.0097
59653,0,0.0069
59654,0,0.1051
59655,0,0.0253
59656,0,0.1128
59657,1,0.9163
59658,0,0.0039
59659,0,0.0604
59660,0,0.1034
59661,0,0.016
59662,1,0.7491
59663,0,0.0469
59664,0,0.0706
59665,0,0.0271
59666,0,0.029
59667,0,0.0097
59668,0,0.0178
59669,0,0.0118
59670,0,0.0753
59671,0,0.0062
59672,0,0.0085
59673,0,0.0125
59674,1,0.6847
59675,0,0.002
59676,0,0.0982
59677,1,0.9153
59678,0,0.0114
59679,0,0.024
59680,0,0.0085
59681,0,0.023
59682,0,0.039
59683,0,0.0077
59684,0,0.0387
59685,0,0.0174
59686,1,0.509
59687,0,0.0264
59688,0,0.0231
59689,0,0.1478
59690,0,0.0017
59691,0,0.0077
59692,0,0.1129
59693,0,0.015
59694,0,0.1299
59695,0,0.0126
59696,1,0.6932
59697,0,0.0099
59698,0,0.0318
59699,0,0.0247
59700,0,0.0452
59701,0,0.009
59702,0,0.0099
59703,0,0.0392
59704,0,0.0082
59705,0,0.1287
59706,0,0.029
59707,0,0.0301
59708,0,0.0258
59709,0,0.0481
59710,0,0.0259
59711,0,0.0484
59712,0,0.0135
59713,0,0.0734
59714,1,0.7552
59715,1,0.846
59716,0,0.0307
59717,0,0.0095
59718,0,0.0543
59719,1,0.9383
59720,0,0.0222
59721,1,0.8673
59722,0,0.0189
59723,0,0.0149
59724,0,0.1614
59725,0,0.0231
59726,0,0.0088
59727,0,0.0676
59728,0,0.0067
59729,0,0.0046
59730,0,0.0985
59731,0,0.0327
59732,0,0.0226
59733,0,0.0371
59734,0,0.0385
59735,0,0.0049
59736,0,0.2465
59737,0,0.007
59738,0,0.3317
59739,0,0.0223
59740,0,0.0189
59741,0,0.008
59742,0,0.1533
59743,0,0.0155
59744,0,0.0918
59745,0,0.0205
59746,0,0.0225
59747,1,0.9969
59748,0,0.0223
59749,0,0.0289
59750,0,0.0875
59751,0,0.0095
59752,0,0.0287
59753,0,0.0057
59754,0,0.009
59755,0,0.0164
59756,0,0.0085
59757,0,0.0158
59758,0,0.0617
59759,0,0.0159
59760,0,0.0497
59761,0,0.021
59762,0,0.359
59763,0,0.0021
59764,0,0.0594
59765,0,0.005
59766,0,0.119
59767,0,0.0326
59768,0,0.0038
59769,0,0.0292
59770,0,0.0621
59771,0,0.0115
59772,0,0.0179
59773,0,0.0143
59774,0,0.062
59775,0,0.2115
59776,0,0.1776
59777,0,0.1417
59778,0,0.007
59779,0,0.04
59780,0,0.0045
59781,0,0.0329
59782,0,0.0223
59783,0,0.0444
59784,0,0.0194
59785,0,0.0072
59786,0,0.1107
59787,0,0.3853
59788,0,0.0234
59789,0,0.0432
59790,0,0.0241
59791,0,0.0028
59792,0,0.0161
59793,0,0.0293
59794,1,0.9654
59795,1,0.9392
59796,0,0.0114
59797,0,0.02
59798,0,0.01
59799,0,0.0088
59800,0,0.0548
59801,0,0.0133
59802,0,0.0785
59803,0,0.0872
59804,0,0.0501
59805,0,0.0033
59806,0,0.0174
59807,0,0.0091
59808,0,0.0057
59809,0,0.0127
59810,0,0.0102
59811,0,0.0188
59812,0,0.0137
59813,0,0.0124
59814,0,0.0072
59815,0,0.2426
59816,0,0.2446
59817,0,0.0061
59818,1,0.5949
59819,0,0.1117
59820,0,0.0254
59821,0,0.0484
59822,0,0.0191
59823,0,0.0398
59824,0,0.0331
59825,0,0.0092
59826,0,0.0392
59827,0,0.1577
59828,0,0.0744
59829,0,0.0752
59830,0,0.0213
59831,0,0.0164
59832,0,0.0605
59833,0,0.0829
59834,0,0.0139
59835,0,0.0139
59836,0,0.0328
59837,0,0.0804
59838,0,0.0728
59839,0,0.0522
59840,0,0.0606
59841,1,0.9976
59842,0,0.0188
59843,0,0.0231
59844,0,0.2058
59845,0,0.0389
59846,0,0.0058
59847,0,0.0108
59848,0,0.0206
59849,0,0.0013
59850,1,0.975
59851,0,0.0023
59852,0,0.0174
59853,0,0.0321
59854,0,0.0047
59855,0,0.0205
59856,0,0.0095
59857,0,0.0757
59858,1,0.9861
59859,0,0.0388
59860,1,0.931
59861,0,0.0102
59862,0,0.0177
59863,0,0.007
59864,0,0.0165
59865,0,0.03
59866,0,0.0422
59867,0,0.089
59868,0,0.0157
59869,0,0.0171
59870,0,0.0045
59871,0,0.0118
59872,0,0.0222
59873,0,0.0071
59874,0,0.0159
59875,0,0.0734
59876,0,0.0079
59877,0,0.0465
59878,1,0.9683
59879,0,0.0148
59880,1,0.9841
59881,0,0.0037
59882,0,0.0319
59883,0,0.0589
59884,0,0.0254
59885,0,0.0535
59886,0,0.0355
59887,1,0.7843
59888,0,0.0207
59889,0,0.0082
59890,0,0.0084
59891,1,0.6447
59892,0,0.0095
59893,0,0.0096
59894,0,0.0271
59895,0,0.1479
59896,0,0.0083
59897,0,0.0148
59898,0,0.033
59899,0,0.0178
59900,0,0.0158
59901,1,0.8512
59902,0,0.0317
59903,0,0.0203
59904,0,0.1082
59905,0,0.0966
59906,0,0.1439
59907,0,0.0187
59908,0,0.0088
59909,0,0.0209
59910,0,0.0864
59911,0,0.024
59912,0,0.0278
59913,0,0.0027
59914,0,0.111
59915,0,0.0176
59916,0,0.0047
59917,0,0.0095
59918,0,0.0074
59919,0,0.0279
59920,0,0.099
59921,0,0.1028
59922,0,0.0354
59923,0,0.067
59924,0,0.005
59925,1,0.8888
59926,0,0.0118
59927,0,0.0236
59928,0,0.0068
59929,0,0.0071
59930,0,0.0139
59931,0,0.015
59932,0,0.0338
59933,0,0.0316
59934,0,0.0103
59935,0,0.0064
59936,0,0.058
59937,0,0.2102
59938,0,0.0709
59939,0,0.4994
59940,1,0.6722
59941,0,0.0038
59942,0,0.0096
59943,0,0.0473
59944,0,0.016
59945,0,0.0254
59946,0,0.0328
59947,0,0.0082
59948,0,0.0229
59949,1,0.9899
59950,0,0.0161
59951,0,0.06
59952,0,0.0064
59953,0,0.1948
59954,0,0.0426
59955,0,0.0019
59956,0,0.0064
59957,0,0.1089
59958,0,0.0274
59959,0,0.0231
59960,0,0.0026
59961,0,0.0346
59962,0,0.1193
59963,0,0.0148
59964,0,0.003
59965,0,0.0105
59966,1,0.9216
59967,0,0.0254
59968,0,0.005
59969,0,0.0041
59970,0,0.1116
59971,1,0.9792
59972,1,0.7557
59973,0,0.0678
59974,0,0.0092
59975,0,0.0384
59976,0,0.0096
59977,0,0.0458
59978,0,0.1285
59979,0,0.0188
59980,1,0.9364
59981,0,0.0312
59982,1,0.947
59983,0,0.07
59984,0,0.0124
59985,0,0.0386
59986,0,0.0284
59987,0,0.0317
59988,0,0.0893
59989,0,0.0129
59990,0,0.0404
59991,0,0.1174
59992,0,0.0091
59993,0,0.0114
59994,0,0.0732
59995,1,0.9597
59996,0,0.0313
59997,0,0.0621
59998,0,0.0433
59999,0,0.0108
60000,0,0.0012
60001,0,0.0085
60002,0,0.1178
60003,0,0.022
60004,0,0.0126
60005,0,0.0201
60006,0,0.0445
60007,0,0.0279
60008,0,0.0157
60009,0,0.0205
60010,0,0.0612
60011,0,0.0157
60012,0,0.1158
60013,0,0.0081
60014,0,0.0365
60015,0,0.0324
60016,0,0.2694
60017,0,0.0335
60018,0,0.0357
60019,1,0.9486
60020,0,0.0418
60021,0,0.0081
60022,0,0.1807
60023,0,0.035
60024,1,0.9695
60025,0,0.0294
60026,0,0.2393
60027,1,0.8796
60028,0,0.012
60029,1,0.9867
60030,1,0.7176
60031,0,0.0767
60032,0,0.0469
60033,0,0.0063
60034,0,0.0031
60035,0,0.0728
60036,0,0.0119
60037,0,0.0081
60038,0,0.0154
60039,0,0.0154
60040,0,0.0392
60041,0,0.0364
60042,0,0.0211
60043,0,0.0166
60044,0,0.0631
60045,0,0.0087
60046,0,0.1153
60047,0,0.0345
60048,0,0.0021
60049,0,0.0799
60050,0,0.0475
60051,1,0.973
60052,0,0.0256
60053,0,0.0242
60054,0,0.0048
60055,0,0.0212
60056,0,0.0407
60057,0,0.1201
